record_uid,batch,source_file,record_index,model,generated_at_utc,sir_id,report_date,incident_date,location_details,where_clear,location_text_raw,country_or_area,location_type,precision_level,geocodable,geocodable_query,lat,lon,uncertainty_note,dead_confirmed,injured_confirmed,missing_confirmed,dead_possible_min,dead_possible_max,possible_violations_count,context_note,libyan_coast_guard_involved,evidence_quote,confidence,evidence_pages
459,pad-2022-00465,pdfs/pad-2022-00465/Documents03.pdf,2,gemini-2.5-flash,2026-02-17 10:59:11.854777+01,10336/2022,2022-01-24,2022-01-22,Bulgaria,Bulgaria,Bulgaria,Bulgaria,land,broad,true,Bulgaria,,,Specific location within Bulgaria is redacted.,0,0,0,0,0,1,"A Frontex transportation vehicle was broken into in Bulgaria. Minor damages were reported, but nothing was stolen. Local police were informed and launched a criminal investigation.",false,On the 22nd of January 2022 [redacted] deployed in [redacted] was informed by another FX SCO that someone broke the window of a FX [redacted] used by him for commuting to the workplace.,high,"9,10"
793,sirs-pad-2024-00396,pdfs/sirs-pad-2024-00396/sirs-pad-2024-00396.pdf,2,gemini-2.5-flash,2026-02-17 14:56:09.714743+01,10346/2024,2024-07-23,2024-01-13,"A group of eleven migrants was stopped by Serbian police after crossing into Serbia from Bulgaria. They were taken to a police station, ordered to strip naked, and later transported to a forest where they were beaten. Police officers allegedly destroyed their phones and directed them towards Bulgaria. The migrants later reached a village in Bulgaria.","Serbia-Bulgaria border area, including a police station and a forest in Serbia","on the [REDACTED] by a police vehicle, after crossing into Serbia from Bulgaria","Serbia, Bulgaria",mixed,broad,false,,,,"Specific locations are redacted or described generically, making precise geocoding impossible.",,,,11,11,3,The Office takes note of the conclusion of an internal investigation rejecting allegations but regrets that this finding is based primarily on the absence of internal records of any wrongdoing.,false,"The Fundamental Rights Office concludes as likely that a group of eleven migrants was apprehended by the Serbian police in Serbia, and subsequently forced to cross the border to Bulgaria.",medium,"16,17,18,19,20"
356,pad-2022-00328,pdfs/pad-2022-00328/Documents_1.pdf,0,gemini-2.5-flash,2026-02-17 10:31:54.643026+01,10347/2022,2022-10-27,2022-01-24,,Tunisian and Maltese SAR zones,Tunisian SAR zone and later in the Maltese SAR zone,"Tunisian SAR zone, Maltese SAR zone",sea,broad,true,"Tunisian SAR zone, Maltese SAR zone",,,,7,,,,,5,"More than approximately 17 hours passed from the moment the migrant boat was sighted adrift for the first time (24/01/2022 at 06.54 UTC) by Frontex until it was rescued (24/01/2022 at 23.50 UTC). The Fundamental Rights Office underlines that search and rescue at sea requires prompt coordination and assistance from all parties involved to ensure the protection of migrants' right to life and to avoid, as much as possible, loss of life. While the Frontex aerial asset contributed with the detection and updates on the boat in distress which were communicated to the competent MRCC authorities, the Fundamental Rights Office underlines that a more efficient and prompt SAR response and coordination, particularly between the two MRCCs in whose search and rescue zones the boat was detected, would have been necessary, considering in particular that 7 migrants died while on board.",false,A boat adrift was detected by a Frontex Surveillance Aircraft detected in the Tunisian SAR zone and later in the Maltese SAR zone with 280 + persons on board. The migrant boat was eventually rescued by the Italian authorities. During the rescue operations 7 people on board were found dead.,high,1
56,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_2_Releasable.pdf,1,gemini-2.5-flash,2026-02-17 08:41:07.510174+01,10374/2019,2019-10-18,2019-10-18,Samos island,Samos island,Samos island,"Samos, Greece",land,broad,true,"Samos island, Greece",,,,,,,,,0,"Protest against Frontex on Samos island, organized by local community and authorities, due to bad living conditions and overcrowding at the reception center. Mayor of Eastern Samos called for transfers to mainland.",false,Protest against Frontex at Samos island... organized by the local community and the local authorities... against Frontex in Samos today (Saturday 19/10).,high,"3,4"
448,pad-2022-00465,pdfs/pad-2022-00465/Documents01.pdf,6,gemini-2.5-flash,2026-02-17 10:57:56.985478+01,10375/2021,2021-02-08,2021-02-08,Text Removed - Operational Area,"Operational Area Sofia, Bulgaria","Text Removed - Operational Area Sofia, Bulgaria",Bulgaria,land,approximate,true,"Sofia, Bulgaria",,,"Specific location within Sofia is not provided, only 'Operational Area'.",0,0,0,0,0,0,"One Human Resources staff member deployed to an Operational Area in Sofia, Bulgaria, tested positive for COVID-19 on 08.02.2021 after experiencing sickness since 03.02.2021. The individual was immediately put in self-isolation. Another Human Resources staff member who had direct contact was also put in self-isolation as a precautionary measure. Both underwent quarantine and later returned to duties without clinical symptoms.",false,"One Text Removed - Human Resources tested positive for COVID-19... On 06.02.2021, one Text Removed - Human Resources... performed a COVID-19 test... he has been found POSITIVE against COVID-19.",medium,"13,14"
55,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_2_Releasable.pdf,0,gemini-2.5-flash,2026-02-17 08:41:07.510174+01,10380/2019,2019-10-19,2019-10-19,"Samos hotspot, Vathy town, reception centre, HCG premises","Samos island, Vathy town and hotspot",Samos hotspot,"Samos, Greece",mixed,broad,true,"Vathy, Samos, Greece",,,,0,,,,,0,"Continuous disturbances in Samos hotspot. Migrants started fire, protested against bad living conditions, and clashed with authorities. Situation returned to normal by 20:00 LT.",false,Continuous disturbances in Samos hotspot... a group of Africans started fire once again... another big group of the migrants just descended from the camp to Vathy town to protest against the bad living conditions,high,"1,2"
147,pad-2020-00167,pdfs/pad-2020-00167/SIR_Part_1.pdf,3,gemini-2.5-flash,2026-02-16 23:35:25.70972+01,10392/2019,2019-10-21,2019-10-19,Rural road close to Text Removed - Justification 3 village.,"Rural road near Didymoteicho, Greece",0.0000000000,Greece,land,approximate,true,"Didymoteicho, Greece",,,Specific village and road are redacted.,0,13,0,0,0,0,"A vehicle carrying 13 Afghan migrants overturned on a rural road near a village, due to high speed. All 13 migrants were injured and transported to Didymoteicho Hospital. The driver-facilitator escaped. Investigation for the accident and human smuggling is ongoing.",false,"detected one vehicle that had overturned, due to high speed, in the rural road close to Text Removed - Justification 3 village. At that time thirteen (13) persons (13 AFG) on board have been reported by HPOs on spot",high,"7,8"
566,pad-2025-00076_157,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_2_SIR_Country_Profile_Serbia_redacted.pdf,0,gemini-2.5-flash,2026-02-17 12:53:27.383592+01,10392/2023,,,Incident at Belgrade airport concerning ignored asylum applications and attempted removal of asylum applicants from Serbia.,"Belgrade airport, Serbia",Belgrade airport,Serbia,facility,exact,true,"Belgrade Nikola Tesla Airport, Serbia",,,,0,0,0,,,2,Incident at Belgrade airport concerning asylum procedures.,false,Type 1: Belgrade airport - asylum e.g. 10392/2023 ... ignored asylum application ... attempted removal of asylum applicants from Serbia,high,1
616,pad-2025-00330-1,pdfs/pad-2025-00330-1/SIRs_CMU_redacted.pdf,1,gemini-2.5-flash,2026-02-17 13:12:38.088953+01,10395/2025,2025-03-05,2025-02-28,,"Greece, sea area",JO Greece Sea 2025,Greece,sea,broad,true,"Aegean Sea, Greece",,,Specific location details are redacted.,0,0,0,,,2,An incident concerning a failure to inform about involvement in a visit during a joint operation in the Greek sea area.,false,"On 28.02.2024, [redacted] assisted the visit of [redacted] without informing [redacted] about the activity.",medium,"5,6,7"
438,pad-2022-00454-documents,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf,11,gemini-2.5-flash,2026-02-17 10:56:56.117272+01,10434/2016,2016-06-14,2016-06-13,Text removed - Reporting Tools Crete Island,Crete Island,Text removed - Reporting Tools Crete Island,"Crete Island, Greece",sea,exact,true,"34.407222, 23.193333",34.407222,23.193333,,,,,,,0,SAR case SRR Libya,true,It was a 25 meters boat inside Libyan SRR which was heading towards Italy.,high,"27,28"
632,pad-2025-00339,pdfs/pad-2025-00339/10437-2019_redacted2.pdf,0,gemini-2.5-flash,2026-02-17 13:16:03.933753+01,10437/2019,2019-10-24,2019-10-21,Hamburg Airport,"Hamburg Airport, Germany","Hamburg, Hamburg, Germany",Germany,facility,exact,true,"Hamburg Airport, Germany",,,,,,,,,32,"A return operation from Hamburg, Germany, involving 26 returnees faced significant organizational challenges and alleged fundamental rights violations. Issues included lack of proper documentation, medication, belongings, and medical attention for vulnerable individuals, leading to a chaotic situation, time delays, and disputes among authorities. Some returnees were sent back due to various issues.",false,"suspected multiple violations of the Fundamental Rights of each of the (quote!) ""unplanned"" Returnees",high,"1,2"
531,pad-2024-00314,pdfs/pad-2024-00314/SIR_10448_2024_Final_Report_rps.pdf,0,gemini-2.5-flash,2026-02-17 11:15:25.247305+01,10448/2024,2024-06-11,2024-01-12,"Apprehension and mistreatment by Serbian police occurred in Serbia, near the border with Bulgaria, after migrants crossed from Bulgaria. The migrants were then forced to return to Bulgaria.",Serbia-Bulgaria border area,forest close to the Serbia-Bulgaria border,Serbia,land,approximate,true,Serbia-Bulgaria border,,,,,2,,,,3,"Two migrants, after crossing from Bulgaria to Serbia, were apprehended by Serbian police on 12/01/2024. They were allegedly physically mistreated, had their belongings confiscated, were forced to remove clothes, and then informally returned to Bulgaria. The Fundamental Rights Office (FRO) considers it likely that these events occurred, despite Serbian authorities denying any registered incident and suggesting injuries could be from smugglers. The FRO recommends independent investigations and improved monitoring.",false,"The Office considers likely that two persons were apprehended by the Serbian police, physically ill-treated, that their personal belongings and clothes were removed and that they were informally returned to Bulgaria.",high,"1,2,3,4,5"
564,pad-2025-00076_157,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_1_SIR_Country_Profile_Greece_redacted.pdf,3,gemini-2.5-flash,2026-02-17 12:52:54.986411+01,10463/2024,,,"Interception within territorial waters involving threats, violence, shots, dangerous maneuvers, engine damage, sinking or towing of migrant boats, and abandonment of migrants in life rafts, effectively preventing departure.",Greek territorial waters,intercept inside territorial waters,"Aegean Sea, Greece",sea,approximate,true,Greek territorial waters,,,,,,,,,5,"Interception within territorial waters involving threats, violence, shots, dangerous maneuvers, engine damage, sinking or towing of migrant boats, and abandonment of migrants in life rafts, effectively preventing departure.",false,"intercept inside territorial waters use of threats, shots, violence, dangerous maneuvers, break engine sink or tow the migrant boat, abandon migrants in life raft",medium,1
615,pad-2025-00330-1,pdfs/pad-2025-00330-1/SIRs_CMU_redacted.pdf,0,gemini-2.5-flash,2026-02-17 13:12:38.088953+01,10482/2025,2025-03-28,2025-03-26,,Serbia,JO Serbia Land 2025,Serbia,land,broad,true,Serbia,,,Specific location details are redacted.,0,0,0,,,2,An incident involving armed persons pointing weapons against redacted individuals in Serbia.,false,On 26.03.2025 at [redacted] was informed by the [redacted] that [redacted] identified persons at the [redacted].,medium,"1,2"
146,pad-2020-00167,pdfs/pad-2020-00167/SIR_Part_1.pdf,2,gemini-2.5-flash,2026-02-16 23:35:25.70972+01,10489/2019,2019-10-29,2019-10-29,"On the bank of Evros River, in the operational area of BCU Text Removed - Justification 3 Police Station.","Evros River bank, Greece",0.0000000000,Greece,land,approximate,true,"Evros River, Greece",,,Specific location on Evros River bank is redacted.,1,0,0,0,0,0,A dead body of a male (30-40 years old) was found on the bank of the Evros River by Hellenic Police officers during a patrol. No travel documents were found. The body was transferred to Alexandroupolis Hospital for autopsy.,false,detected a dead body (male - age between 30 and 40 years old) on the bank of Evros River.,high,"5,6"
532,pad-2024-00314,pdfs/pad-2024-00314/SIR_10489_2024_PDF_redacted_and_scanned_version.pdf,0,gemini-2.5-flash,2026-02-17 11:15:43.522333+01,10489/2024,2024-02-05,2024-02-05,,Serbia,"Serbia,",Serbia,land,broad,true,Serbia,,,,0,0,0,,,0,"Unknown people wrote with a black marker slogans like ""ACAB"", ""Abolish Frontex"", ""Get out of Serbia you racists!"". The writings can be removed. There was no material damage left.",false,"Today at that unknown people wrote with a black marker slogans like ""ACAB"", ""Abolish Frontex"", ""Get out of Serbia you racists!"", According the writings can be removed. There was no material damage left.",medium,1
409,pad-2022-00420,pdfs/pad-2022-00420/2_SIRs.pdf,1,gemini-2.5-flash,2026-02-17 10:45:23.142981+01,10494/2021,2021-02-17,2021-02-17,Self isolation in Text removed - Operational Area,Self-isolation in an Operational Area near the Albanian-Greek Border,Text removed - Operational Area Text removed - Operational Area Albania,Albania,land,approximate,true,"40.084444, 20.144167",40.084444,20.144167,,0,0,0,,,0,"A Human Resources individual deployed at the Albanian-Greek Border tested positive for COVID-19 on 17.02.2021. Initially asymptomatic, health conditions worsened by 22.02.2021, leading to medical authorities proposing repatriation. The individual was taken to hospital for checks, repatriated to Germany, and later released to quarantine at home, still with light symptoms.",false,"On 17.02.2021, the test showed a positive result.",high,"4,5"
610,pad-2025-00330-1,pdfs/pad-2025-00330-1/SIR_10508_2025_redacted2.pdf,0,gemini-2.5-flash,2026-02-17 13:10:12.552395+01,10508/2025,2025-06-25,2025-02-19,"Incident occurred at the Kybartai Border Crossing Point in Lithuania, where a person arriving from the Russian Federation was refused entry despite expressing a wish for asylum.","Kybartai Border Crossing Point, Lithuania",BCP Kybartai,Lithuania,facility,exact,true,"Kybartai Border Crossing Point, Lithuania",,,,0,0,0,0,0,1,"A national arriving from the Russian Federation at the Kybartai Border Crossing Point in Lithuania on 19/02/2025 requested asylum orally and in writing but was refused entry. The person was turned back to the Russian Federation. The Regional Administrative Court later annulled the refusal of entry decision, stating the person clearly expressed a wish for asylum and that SBGS officers failed to register the application or take appropriate actions. The Fundamental Rights Office concluded that the right to asylum was violated.",false,The Fundamental Rights Office received information about an incident when a person reportedly asking for asylum at the [REDACTED] Lithuania was refused entry.,high,"1,2,3,4,5"
145,pad-2020-00167,pdfs/pad-2020-00167/SIR_Part_1.pdf,1,gemini-2.5-flash,2026-02-16 23:35:25.70972+01,10524/2019,2019-10-31,2019-10-29,"Parking area of a hotel near BCU Text Removed - Justification 3, in the framework of JO FOA Land.","Hotel parking area, Alexandroupolis, Greece",0.0000000000,Greece,land,approximate,true,"Alexandroupolis, Greece",,,Specific hotel and BCU location are redacted.,0,0,0,0,0,0,A Frontex team member (Text Removed - Justification 4) was identified as the person who pointed a gun at three Greek citizens in a hotel parking area in Alexandroupolis. The team member was suspended from all Frontex operational activities pending investigation.,false,unknown person... pointed a gun (pistol) against them... identified as one Text Removed - Justification 4,high,"3,4"
598,pad-2025-00330-1,pdfs/pad-2025-00330-1/10528_2025_-_redacted.pdf,0,gemini-2.5-flash,2026-02-17 13:05:25.337803+01,10528/2025,2025-06-30,2025-03-01,"The Miskar gas platform is registered under the flag of Tunisia, with Tunisian registration (Maritime Mobile Service Identity is 672700000). The platform is situated in the Gulf of Gabès, approximately 75 NM off the Tunisian coast, and is operated by BG Group and Entreprise Tunisienne d'Activités Pétrolières (ETAP), Tunisia's national oil and gas company. It is a fully manned installation, accommodating up to 24-person offshore crew, highly equipped gas facility designed for offshore processing, compression, and export. The platform is located in international waters within overlapping Tunisian and Maltese search and rescue regions.","Miskar gas platform in overlapping Maltese and Tunisian SAR regions, Gulf of Gabès","Libyan search and rescue region, Miskar gas platform in Maltese and Tunisian search and rescue regions (the two countries' search and rescue regions overlap in this area), Gulf of Gabès, approximately 75 NM off the Tunisian coast","Tunisia (Miskar gas platform), Maltese and Tunisian SAR regions, Libyan SAR region",mixed,exact,true,"Miskar gas platform, Gulf of Gabès, Tunisia",,,,1,0,0,0,0,2,"On 01/03/2025, a migrant boat was detected by Frontex in Libyan SAR, then reached the Miskar gas platform in overlapping Maltese and Tunisian SAR regions. 32 people were stranded on the platform for four days. Despite regular updates to MRCCs, no rescue was coordinated. On 04/03/2025, NGO Sea-Watch rescued 32 people, reporting one casualty. The SIR investigates the delay in rescue.",true,"On 04/03/2025, the NGO's Sea-Watch rescue vessel Aurora in coordination with the Tunisian authorities rescued 32 people from the Miskar gas platform and reported one casualty.",high,"1,2,3,4,5,6,7,8"
79,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2020_Releasable.pdf,1,gemini-2.5-flash,2026-02-17 08:53:38.37384+01,10533/2020,2020-02-21,2020-02-19,"Alexandroupolis, Nomós Évrou, Greece","Alexandroupolis, Nomós Évrou, Greece","Alexandroupolis, Nomós Évrou, Greece",Greece,land,exact,true,"Alexandroupolis, Nomós Évrou, Greece",,,,0,1,0,0,0,0,"During patrol activity in Alexandroupolis, Greece, a crew member slid off stairs while attempting to take a towing rubber boat and injured their right knee. Medical examination suggested stretched ligaments.",false,"one of the crew members, while attempting to take a towing rubber boat, slid off the stairs and injured his right leg knee.",high,"3,4"
518,pad-2023-00450,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,2,gemini-2.5-flash,2026-02-17 11:10:01.738106+01,10548/2022,2022-07-13,2022-02-05,Albanian territory; detention centre; abandoned area 5 minutes' walk close to the BCP; Greece,Albanian-Greek border,Albanian territory,"Albania, Greece",land,broad,false,,,,"Specific locations are redacted, making precise geocoding impossible.",0,0,0,0,0,10,"FRO considers that the alleged facts could amount to serious breaches of the Frontex Code of Conduct and fundamental rights violations. Furthermore, FRO does not consider the information provided by the Albanian authorities to be sufficient to corroborate or refute the alleged facts of the case provided in the report.",false,"Albanian authorities brought them to an abandoned area [...] 5 minutes' walk close to the BCP, and then pushed him back to Greece.",low,8
623,pad-2025-00330-1,pdfs/pad-2025-00330-1/SIRs_CMU_redacted.pdf,8,gemini-2.5-flash,2026-02-17 13:12:38.088953+01,10549/2025,2025-04-12,2025-04-11,,Serbia,Serbia,Serbia,land,broad,true,Serbia,,,Specific location details are redacted.,0,0,0,,,2,"A traffic accident involving a parked car in Serbia, with no injuries reported.",false,On 11.04.2025 at [redacted] caused a traffic accident with his [redacted] while [redacted] a parked car and [redacted] at the spot established that [redacted] to park car.,medium,"36,37,38"
97,pad-2020-00125-attachment,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf,6,gemini-2.5-flash,2026-02-16 18:03:11.796498+01,10566/2020,2020-02-25,2020-02-25,"Port area of Mytilini, Lesvos, and Mantamados area, Greece","Mytilini, Lesvos, Greece",Text Removed - Justification 4,Greece,land,broad,true,"Mytilini, Lesvos, Greece",,,"Specific location details removed, but Mytilini and Mantamados area mentioned in context.",0,0,0,0,0,0,"Violent protests and demonstrations occurred in Mytilini, Lesvos, Greece, against the disembarkation of anti-riot police and the building of a 'Multifunctional Control Centre'. A Frontex patrol was blocked by demonstrators, and their vehicle was damaged. No injuries to Frontex personnel were reported. Clashes between police and locals also occurred in Mantamados area.",false,Demonstrators were shouting and one of the demonstrators was kicking the right and the front of the Text Removed - Justification 6 broke a mirror of the Text Removed - Justification 6.,high,"13,14"
647,pad-2025-00367,pdfs/pad-2025-00367/10570-2023_red.pdf,0,gemini-2.5-flash,2026-02-17 13:21:01.181498+01,10570/2023,2023-07-11,2022-10-16,"Frankfurt Airport, Germany, involving transit from Cuba/Serbia and Venezuela/Turkey.","Frankfurt Airport, Germany",Frankfurt airport,Germany,facility,exact,true,"Frankfurt Airport, Germany",,,,0,0,0,0,0,3,"This SIR details two incidents at Frankfurt Airport in October and November 2022 where Cuban and Venezuelan nationals, despite explicitly requesting international protection/asylum, were denied access to the asylum procedure by German Federal Police and subsequently returned to their countries of origin. The Fundamental Rights Office found that border guards were involved in assessing the substance of asylum claims, a task requiring specialist expertise, and highlighted the need for effective access to asylum procedures and procedural safeguards.",false,"In the cases under scrutiny, the Fundamental Rights Office observed that the persons concerned were interviewed by members of the Federal Police and although they explicitly requested access to the asylum procedure, were denied such by the German Federal Police based on their findings that they had not identified fear of political persecution and claims were not sufficiently consistent.",high,"1,2,3,4,5,6,7"
464,pad-2022-00470,pdfs/pad-2022-00470/Documents2.pdf,1,gemini-2.5-flash,2026-02-17 11:00:36.011276+01,10585/2022,2022-02-11,2022-02-09,"Bulgaria, within the JO Terra 2022 operational area, involving incidents at accommodation, a gas station, and a supermarket.",Bulgaria (JO Terra 2022 operational area),Bulgaria Operational Area,Bulgaria,land,broad,true,Bulgaria,,,Specific locations within Bulgaria are redacted.,0,0,0,,,0,"A report concerning inappropriate behavior and Code of Conduct violations by a Standing Corps officer (BGO 3) deployed in JO Terra 2022 in Bulgaria. Incidents include offensive behavior towards colleagues, consuming alcohol in uniform, and driving under the influence of alcohol on February 1st and 9th, 2022. The operational team proposed terminating deployment.",false,"Taking into account all the clear facts stating that BGO 3 multiple times violated the principles of Code of Conduct, behaving in a way to compromise the prestige and the nature of his mission, as well as he brought discredit to [redacted] Home MS and Frontex, the Operational team propose to start the process of terminating [redacted] deployment immediately.",high,"6,7"
535,pad-2024-00377,pdfs/pad-2024-00377/SIR_10590-2024.pdf,0,gemini-2.5-flash,2026-02-17 11:20:25.23299+01,10590/2024,2024-02-12,2024-02-10,,Bulgaria,Bulgaria,Bulgaria,land,broad,true,Bulgaria,,,,0,0,0,0,0,1,"Two SC Officers deployed in JO Bulgaria Land 2024 did not report for duty on 2024-02-10 after being denied recuperation days. They were unreachable by communication channels. After sustained efforts, it was established they had left the operational area without reporting. This was considered a breach of duty and a violation of the Code of Conduct.",false,SC Officers did not report for duty and left the OA without informing chain of command.,high,"1,2,3"
764,pad-2025-00428,pdfs/pad-2025-00428/10611_2025.pdf,0,gemini-2.5-flash,2026-02-17 14:44:21.631376+01,10611/2025,2025-08-20,2025-03-30,"On the Belarusian side of the border, approximately 60 m from the border with Lithuania, near BCP Šalčininkai.","Šalčininkai Border Crossing Point area, on the Belarusian side of the border, Lithuania/Belarus border.","BCP Šalčininkai, Lithuania; 54°16′21″N 025°22′34″E [Note. On the Belarusian side of the border, approximately 60 m from the border with Lithuania. Note Ends.]",Lithuania/Belarus border,land,exact,true,"54.2725, 25.376111",54.2725,25.376111,"The incident occurred on the Belarusian side of the border, approximately 60 m from the border with Lithuania, near BCP Šalčininkai.",0,1,0,0,0,2,"Five individuals (two females, two males, one minor) from Sudan and Kenya reportedly sought asylum at BCP Šalčininkai, Lithuania, but were denied entry and turned back to Belarus. The child among them later developed fever and pain. The Fundamental Rights Office finds it likely that access to asylum was denied and the right to an effective remedy was violated, citing lack of proper documentation and video evidence.",false,The local officers allegedly ignored the asylum requests and turned the group back to Belarus.,high,"1,2,3,4,5,6,7"
96,pad-2020-00125-attachment,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf,5,gemini-2.5-flash,2026-02-16 18:03:11.796498+01,10625/2020,2020-03-01,2020-03-01,"Surroundings of Vial camp, Chios, Greece","Vial camp, Chios, Greece","Chios, Chios, Greece",Greece,facility,exact,true,"Vial camp, Chios, Greece",38.3680555555,26.1386111111,,0,0,0,0,0,0,"Two Frontex personnel were involved in an incident near Vial camp in Chios, Greece, where demonstrators intercepted and damaged their rental car (broken mirrors). The officers were not physically harmed.",false,crowd intercepted their vehicle and started damaging the rental car (at least both mirrors are broken).,high,"11,12"
408,pad-2022-00420,pdfs/pad-2022-00420/2_SIRs.pdf,0,gemini-2.5-flash,2026-02-17 10:45:23.142981+01,10630/2021,2021-03-01,2021-03-01,Text removed - Operational Area,Operational Area in Albania,Text removed - Operational Area Text removed - Operational Area Albania,Albania,land,broad,true,Albania,,,Location details and specific operational area are redacted.,0,0,0,,,0,"Two Human Resources personnel felt sick, one tested positive for COVID-19 and was quarantined for two weeks. The other tested negative. Close contacts were tracked, and antigen/PCR tests performed. The infected individual recovered and was rescheduled for patrolling. Source and time of infection could not be investigated.",false,one Text removed - Human Resources was found positive for COVID-19,medium,"1,2"
670,pad-2025-00371,pdfs/pad-2025-00371/10633_2022.pdf,0,gemini-2.5-flash,2026-02-17 13:29:10.895603+01,10633/2022,,2022-02-13,"Apprehension by a joint Polish-Latvian patrol at the border of Latvia and Belarus. The person was identified, checked for health, provided with food, and then ordered to return to the country of departure (Belarus) based on a Ministerial Order related to an emergency situation.",Latvia-Belarus border,at the border of Latvia and Belarus,Latvia,land,approximate,true,Latvia Belarus border,,,Exact location along the border is redacted.,0,0,0,0,0,6,"A person was apprehended by a joint Polish-Latvian patrol at the Latvia-Belarus border. The person was identified, checked for health, provided with food, and then ordered to return to the country of departure (Belarus) based on a Ministerial Order related to an emergency situation. The report highlights potential violations of fundamental rights, including the right to asylum and non-refoulement, due to the lack of individual assessment and effective access to asylum procedures.",false,"The migrant was intercepted inside the territory of Latvia. However, the Latvian authorities ordered the person to return to the territory of the country of departure. The event could be classified as potential violation of EU or international law, in particular, related to fundamental rights and international protections obligations.",high,"1,2,3,4,5,6"
622,pad-2025-00330-1,pdfs/pad-2025-00330-1/SIRs_CMU_redacted.pdf,7,gemini-2.5-flash,2026-02-17 13:12:38.088953+01,10640/2025,2025-05-04,2025-05-03,,Austria,Austria,Austria,land,broad,true,Austria,,,Specific location details are redacted.,0,0,0,,,2,An incident in Austria involving confiscation and a person leaving the office to buy something.,false,On 03/04/2025 at [redacted] hours was informed by [redacted] that [redacted] from [redacted] and decided to confiscate [redacted] to access [redacted].,medium,"31,32,33"
77,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_Releasable.pdf,3,gemini-2.5-flash,2026-02-17 08:42:37.373867+01,10642/2019,2019-11-12,2019-11-11,,"Moria camp, Lesvos, Greece",Moria camp,"Greece, Lesvos island, Moria camp",facility,approximate,true,"Moria camp, Lesvos, Greece",,,,1,,,0,0,0,"A dead Congolese migrant child was found in Moria camp and transported to the hospital. The cause of death is unknown, but police presume health problems.",false,Dead child found in Moria camp,high,"7,8"
633,pad-2025-00339,pdfs/pad-2025-00339/10652-2020_redacted.pdf,0,gemini-2.5-flash,2026-02-17 13:16:22.38296+01,10652/2020,2020-03-04,2020-02-25,Wooded area near the T-junction Riha- Ujmohacs- Sarhat,"Hercegszántó, Bács-Kiskun, Hungary, wooded area","Hercegszántó, Bács-Kiskun, Hungary",Hungary,land,exact,true,"Hercegszántó, Bács-Kiskun, Hungary",,,,,,,,,1,"Apprehension of a group of migrants by Hungarian Police and Frontex. A juvenile migrant (allegedly 14-18 years old) from the group, claiming Serbian nationality and showing a Serbian refugee camp document, requested to remain in Hungary and be brought to a refugee camp. Hungarian authorities stated no special treatment is foreseen for people of this age. An internal investigation was initiated by Hungarian authorities to clarify possible lack of rule of law regarding the treatment of juveniles/UAMs, as Hungarian regulations differentiate procedures for juveniles (14-18) and UAMs (below 14).",false,"At the moment to move the group to another assembly point, the juvenile migrant asked to Hungarian Police Officers to allow him to remain in Hungary and to be brought in a Hungarian refugee's camp. Hungarian counterpart stated no special treatment is foreseen for people with this age.",high,"1,2"
240,pad-2020-00217,pdfs/pad-2020-00217/Doc_12.pdf,2,gemini-2.5-flash,2026-02-17 09:48:22.820165+01,10658/2020,2020-03-04,2020-03-03,"Location of the incident: Text Removed - Justification 6, Latitude: Text Removed - Justification 6, Longitude: Text Removed - Justification 6. Related to Federal Police Headquarters and a laboratory in Text Removed - Justification 6.","Location redacted, related to Federal Police Headquarters and a laboratory in a redacted country.","Location of the incident: Text Removed - Justification 6, Latitude: Text Removed - Justification 6, Longitude: Text Removed - Justification 6",,facility,unknown,false,,,,Specific location and country redacted. Inferred to be a facility related to Federal Police Headquarters.,0,0,0,0,0,0,"A Frontex officer exhibited COVID-19 symptoms (fever, chest pain, headache, heavily tired) and was in contact with travelers from Northern Italy. A rapid COVID-19 test was performed and returned negative. The case was closed.",false,"On the 04.03.2020 personnel Text Removed - Justification 6 informed the Federal Police Headquarters that Text Removed - Justification 4, exhibited symptoms of COVID 19 (fever, chest pain, headache, heavily tired).",low,"6,7"
