record_uid,sir_id,source_file,violation_index,violation_name,legal_basis,assessment
672,10842/2022,pdfs/pad-2025-00371/10842_2022.pdf,2,Non-refoulement,"art. 19 (2) of the EU Charter of Fundamental Rights, Article 3 of the ECHR",likely
560,10862/2024,pdfs/pad-2025-00055/10862_2024_SIR_Cat._2_JO_Bulgaria_2024_Final_report_27.02.2025_redacted_print.pdf,0,Potential violations of Codes of Conduct provisions,Codes of Conduct provisions,likely
507,10910/2023,pdfs/pad-2023-00450/Albnia_SIR_2023.pdf,0,Collective expulsion,Art. 4 of Protocol no. 4 of the European Convention on Human Rights,possible
507,10910/2023,pdfs/pad-2023-00450/Albnia_SIR_2023.pdf,1,Prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,unclear
618,10934/2025,pdfs/pad-2025-00330-1/SIRs_CMU_redacted.pdf,0,Redacted,"EU or international law, Fundamental Rights and international protection obligations",not_stated
618,10934/2025,pdfs/pad-2025-00330-1/SIRs_CMU_redacted.pdf,1,Redacted,Frontex Code of Conduct (CoC),not_stated
673,10941/2022,pdfs/pad-2025-00371/10941-2022.pdf,0,collective expulsion,Art. 4 of Protocol no. 4 of the European Convention on Human Rights,unclear
673,10941/2022,pdfs/pad-2025-00371/10941-2022.pdf,1,prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,unclear
420,10942/2022,pdfs/pad-2022-00420/sir9.pdf,0,collective expulsion,Art. 4 of Protocol no. 4 of the European Convention on Human Rights,unclear
420,10942/2022,pdfs/pad-2022-00420/sir9.pdf,1,prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,unclear
1,10957/2024,pdfs/10957_2024-final-sir-cat1/10957_2024-final-sir-cat.1.pdf,0,Prohibition of collective expulsion,Article 4 of Protocol No 4 to the European Convention on Human Rights,unclear
1,10957/2024,pdfs/10957_2024-final-sir-cat1/10957_2024-final-sir-cat.1.pdf,1,Prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,unclear
1,10957/2024,pdfs/10957_2024-final-sir-cat1/10957_2024-final-sir-cat.1.pdf,2,Protection of property,Article 1 of Protocol No 1 to the European Convention on Human Rights,unclear
1,10957/2024,pdfs/10957_2024-final-sir-cat1/10957_2024-final-sir-cat.1.pdf,3,Right to an effective remedy,Article 13 of the European Convention on Human Rights,unclear
3,10998/2024,pdfs/10998-2024-fro-final-report_final-1/10998-2024-fro-final-report_final-1.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,possible
3,10998/2024,pdfs/10998-2024-fro-final-report_final-1/10998-2024-fro-final-report_final-1.pdf,1,Prohibition of collective expulsion,Article 19 of the Charter of Fundamental Rights of the European Union,possible
3,10998/2024,pdfs/10998-2024-fro-final-report_final-1/10998-2024-fro-final-report_final-1.pdf,2,Prohibition of inhuman or degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,possible
734,11008/2021,pdfs/pad-2025-00419/11008-2021_NF_red_dp_BG_3F_mp_print.pdf,0,Right to life,,possible
734,11008/2021,pdfs/pad-2025-00419/11008-2021_NF_red_dp_BG_3F_mp_print.pdf,1,Integrity,,possible
734,11008/2021,pdfs/pad-2025-00419/11008-2021_NF_red_dp_BG_3F_mp_print.pdf,2,Human dignity,,possible
734,11008/2021,pdfs/pad-2025-00419/11008-2021_NF_red_dp_BG_3F_mp_print.pdf,3,Prohibition of torture and inhuman and degrading treatment,Article 4 of the EU Charter,possible
734,11008/2021,pdfs/pad-2025-00419/11008-2021_NF_red_dp_BG_3F_mp_print.pdf,4,Right to an effective remedy,Article 47 of the EU Charter,possible
677,11009/2022,pdfs/pad-2025-00371/11009_11760_12819_13800_14128-2022.pdf,0,rights of the child,"Article 24, Charter of Fundamental Rights of the European Union",possible
677,11009/2022,pdfs/pad-2025-00371/11009_11760_12819_13800_14128-2022.pdf,1,obligation to ensure primary consideration of best interests of the child,Article 24 paragraph 2,possible
677,11009/2022,pdfs/pad-2025-00371/11009_11760_12819_13800_14128-2022.pdf,2,right to respect for private and family life,"Article 8, European Convention on Human Rights",possible
21,11023/2023,pdfs/onedrive_3_29-11-2023/doc_1-1.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,likely
21,11023/2023,pdfs/onedrive_3_29-11-2023/doc_1-1.pdf,1,Prohibition of collective expulsion,Article 19 of the Charter of Fundamental Rights of the European Union,likely
21,11023/2023,pdfs/onedrive_3_29-11-2023/doc_1-1.pdf,2,Prohibition of inhuman or degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,likely
22,11027/2023,pdfs/onedrive_3_29-11-2023/doc_1-1.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,possible
22,11027/2023,pdfs/onedrive_3_29-11-2023/doc_1-1.pdf,1,Prohibition of collective expulsion,Article 19 of the Charter of Fundamental Rights of the European Union,possible
22,11027/2023,pdfs/onedrive_3_29-11-2023/doc_1-1.pdf,2,Prohibition of inhuman or degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,possible
4,11041/2024,pdfs/11041_2024-final-sir-cat-1/11041_2024-final-sir-cat.-1.pdf,0,Prohibition of collective expulsion,Article 4 of Protocol No 4 to the European Convention on Human Rights,likely
4,11041/2024,pdfs/11041_2024-final-sir-cat-1/11041_2024-final-sir-cat.-1.pdf,1,Protection of property,Article 1 of Protocol No 1 to the European Convention on Human Rights,possible
4,11041/2024,pdfs/11041_2024-final-sir-cat-1/11041_2024-final-sir-cat.-1.pdf,2,Prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,possible
681,11074/2022,pdfs/pad-2025-00371/11074_2022.pdf,0,Prohibition of inhuman and degrading treatment,art. 3 of the European Convention on Human Rights,not_stated
681,11074/2022,pdfs/pad-2025-00371/11074_2022.pdf,1,Prohibition of collective expulsion,Article 4 of Protocol 4 to the European Convention on Human Rights,not_stated
681,11074/2022,pdfs/pad-2025-00371/11074_2022.pdf,2,Right to asylum,art. 18 of the EU Charter of Fundamental Rights,not_stated
681,11074/2022,pdfs/pad-2025-00371/11074_2022.pdf,3,Non-refoulement,art. 19 (2) of the EU Charter of Fundamental Rights,not_stated
417,11081/2022,pdfs/pad-2022-00420/sir6.pdf,0,collective expulsion,Art. 4 of Protocol no. 4 of the European Convention on Human Rights,unclear
417,11081/2022,pdfs/pad-2022-00420/sir6.pdf,1,prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,unclear
416,11082/2022,pdfs/pad-2022-00420/sir5.pdf,0,collective expulsion,Art. 4 of Protocol no. 4 of the European Convention on Human Rights,unclear
416,11082/2022,pdfs/pad-2022-00420/sir5.pdf,1,prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,unclear
418,11083/2022,pdfs/pad-2022-00420/sir7.pdf,0,collective expulsion,Art. 4 of Protocol no. 4 of the European Convention on Human Rights,unclear
418,11083/2022,pdfs/pad-2022-00420/sir7.pdf,1,prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,unclear
541,11091/2024,pdfs/pad-2024-00429/Redacted_SIR_11091_2024.pdf,0,Misconduct by SC Officer and MKD Officer,"Articles 3, 10 and 17 of Code of Conduct",likely
15,11095/2020,pdfs/2020.05.01_final-sir-report_11095.2020-_final-redacted-1/2020.05.01_Final_SIR__Report_11095.2020__final_redacted-1.pdf,0,Unprocessed return,principle of non-refoulement,possible
15,11095/2020,pdfs/2020.05.01_final-sir-report_11095.2020-_final-redacted-1/2020.05.01_Final_SIR__Report_11095.2020__final_redacted-1.pdf,1,Violation of Fundamental Rights,principle of non-refoulment,possible
15,11095/2020,pdfs/2020.05.01_final-sir-report_11095.2020-_final-redacted-1/2020.05.01_Final_SIR__Report_11095.2020__final_redacted-1.pdf,2,Violation of international protection obligations,principle of non-refoulment,possible
685,11126/2022,pdfs/pad-2025-00371/11126_2022.pdf,0,Prohibition of inhuman and degrading treatment,art. 3 of the European Convention on Human Rights,possible
685,11126/2022,pdfs/pad-2025-00371/11126_2022.pdf,1,Prohibition of collective expulsion,Article 4 of Protocol 4 to the European Convention on Human Rights,possible
685,11126/2022,pdfs/pad-2025-00371/11126_2022.pdf,2,Right to asylum,art. 18 of the EU Charter of Fundamental Rights,possible
685,11126/2022,pdfs/pad-2025-00371/11126_2022.pdf,3,Non-refoulement,art. 19 (2) of the EU Charter of Fundamental Rights,possible
5,11153/2023,pdfs/11153-2023-fro-final-report_redacted-1/11153-2023-fro-final-report_redacted-1.pdf,0,Collective expulsion,Art. 4 of Protocol no. 4 of the European Convention on Human Rights,possible
648,11203/2022,pdfs/pad-2025-00367/11203_2022.pdf,0,Prohibition of collective expulsion,Article 19 of the Charter of Fundamental Rights of the European Union,possible
648,11203/2022,pdfs/pad-2025-00367/11203_2022.pdf,1,Prohibition of inhuman or degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,possible
648,11203/2022,pdfs/pad-2025-00367/11203_2022.pdf,2,Human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,possible
686,11231/2022,pdfs/pad-2025-00371/11231_2022.pdf,0,Prohibition of inhuman and degrading treatment,art. 3 of the European Convention on Human Rights,possible
686,11231/2022,pdfs/pad-2025-00371/11231_2022.pdf,1,Prohibition of collective expulsion,Article 4 of Protocol 4 to the European Convention on Human Rights,possible
686,11231/2022,pdfs/pad-2025-00371/11231_2022.pdf,2,Right to asylum,art. 18 of the EU Charter of Fundamental Rights,possible
686,11231/2022,pdfs/pad-2025-00371/11231_2022.pdf,3,Non-refoulement,art. 19 (2) of the EU Charter of Fundamental Rights,possible
592,11258/2024,pdfs/pad-2025-00151-1/SIR_11258-2024.pdf,0,Right to life,art. 2 of the EU Charter of Fundamental Rights,unclear
592,11258/2024,pdfs/pad-2025-00151-1/SIR_11258-2024.pdf,1,Prohibition of collective expulsion,art. 19 (1) of the EU Charter of Fundamental Rights,unclear
592,11258/2024,pdfs/pad-2025-00151-1/SIR_11258-2024.pdf,2,Inhuman and degrading treatment,art. 4 of the EU Charter of Fundamental Rights,unclear
23,11304/2023,pdfs/onedrive_3_29-11-2023/doc_1-1.pdf,0,Prohibition of inhuman or degrading treatment,Article 3 of the ECHR,unclear
23,11304/2023,pdfs/onedrive_3_29-11-2023/doc_1-1.pdf,1,Prohibition of collective expulsion,Article 4 of Protocol no. 4 to the ECHR,unclear
687,11322/2022,pdfs/pad-2025-00371/11322_2022.pdf,0,Prohibition of inhuman and degrading treatment,art. 3 of the European Convention on Human Rights,possible
687,11322/2022,pdfs/pad-2025-00371/11322_2022.pdf,1,Prohibition of collective expulsion,Article 4 of Protocol 4 to the European Convention on Human Rights,possible
687,11322/2022,pdfs/pad-2025-00371/11322_2022.pdf,2,Right to asylum,art. 18 of the EU Charter of Fundamental Rights,possible
687,11322/2022,pdfs/pad-2025-00371/11322_2022.pdf,3,Non-refoulement,art. 19 (2) of the EU Charter of Fundamental Rights,possible
492,11324/2023,pdfs/pad-2023-00266/PAD-2023-00266_point_4.pdf,0,Excessive use of force,,not_stated
492,11324/2023,pdfs/pad-2023-00266/PAD-2023-00266_point_4.pdf,1,Use of service dogs,,not_stated
492,11324/2023,pdfs/pad-2023-00266/PAD-2023-00266_point_4.pdf,2,Pushback,,not_stated
492,11324/2023,pdfs/pad-2023-00266/PAD-2023-00266_point_4.pdf,3,Unethical behaviour,,not_stated
688,11376/2022,pdfs/pad-2025-00371/11376_2022.pdf,0,Prohibition of inhuman and degrading treatment,art. 3 of the European Convention on Human Rights,likely
688,11376/2022,pdfs/pad-2025-00371/11376_2022.pdf,1,Prohibition of collective expulsion,Article 4 of Protocol 4 to the European Convention on Human Rights,likely
688,11376/2022,pdfs/pad-2025-00371/11376_2022.pdf,2,Right to asylum,art. 18 of the EU Charter of Fundamental Rights,likely
688,11376/2022,pdfs/pad-2025-00371/11376_2022.pdf,3,Non-refoulement,art. 19 (2) of the EU Charter of Fundamental Rights,likely
689,11381/2022,pdfs/pad-2025-00371/11381-2022.pdf,0,collective expulsion,Art. 4 of Protocol no. 4 of the European Convention on Human Rights,not_stated
689,11381/2022,pdfs/pad-2025-00371/11381-2022.pdf,1,prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,not_stated
735,11386/2021,pdfs/pad-2025-00419/11386-2021_redacted2.pdf,0,Situations of alleged violations of Fundamental Rights or international protection obligations,,not_stated
386,11387/2022,pdfs/pad-2022-00332/Documents_3B.pdf,0,Right to apply for asylum,not_stated,possible
386,11387/2022,pdfs/pad-2022-00332/Documents_3B.pdf,1,Right to shelter and food,not_stated,possible
458,11441/2022,pdfs/pad-2022-00465/Documents03.pdf,0,Situations of potential violations of Codes of Conduct provisions,SIR Category 2,likely
458,11441/2022,pdfs/pad-2022-00465/Documents03.pdf,1,Situations with serious actual or potential negative implications on Frontex core tasks,SIR Category 3,likely
691,11494/2022,pdfs/pad-2025-00371/11494_11619_11701_12288-2022.pdf,0,Threat to right to life,,possible
691,11494/2022,pdfs/pad-2025-00371/11494_11619_11701_12288-2022.pdf,1,Violations of human dignity,,possible
691,11494/2022,pdfs/pad-2025-00371/11494_11619_11701_12288-2022.pdf,2,Prohibition of inhuman and degrading treatment,,possible
503,11524/2023,pdfs/pad-2023-00450/Albnia_SIR_2023.pdf,0,Violation of the Frontex Code of Conduct,"art. 3, points 1 + 2 and art. 9, points 1 + 2 + 39",not_stated
503,11524/2023,pdfs/pad-2023-00450/Albnia_SIR_2023.pdf,1,"Negative impact on Frontex public image, operational activities in Albania and cooperation with local Albanian Authorities",,not_stated
694,11538/2022,pdfs/pad-2025-00371/11538_2022.pdf,0,Prohibition of inhuman and degrading treatment,art. 3 of the European Convention on Human Rights,likely
694,11538/2022,pdfs/pad-2025-00371/11538_2022.pdf,1,Prohibition of collective expulsion,Article 4 of Protocol 4 to the European Convention on Human Rights,likely
694,11538/2022,pdfs/pad-2025-00371/11538_2022.pdf,2,Right to asylum,art. 18 of the EU Charter of Fundamental Rights,likely
694,11538/2022,pdfs/pad-2025-00371/11538_2022.pdf,3,Non-refoulement,art. 19 (2) of the EU Charter of Fundamental Rights,likely
695,11553/2022,pdfs/pad-2025-00371/11553_2022.pdf,0,Right to Asylum,art.18 of the Charter of Fundamental Rights of the EU,possible
695,11553/2022,pdfs/pad-2025-00371/11553_2022.pdf,1,Prohibition of refoulement,art. 19 (2) of the Charter of Fundamental Rights of the EU,possible
695,11553/2022,pdfs/pad-2025-00371/11553_2022.pdf,2,Prohibition of inhuman and degrading treatment,art. 3 of the European Convention on Human Rights,possible
696,11588/2022,pdfs/pad-2025-00371/11588-2022.pdf,0,prohibition of collective expulsion,Art. 4 of Protocol no. 4 of the European Convention on Human Rights,unclear
696,11588/2022,pdfs/pad-2025-00371/11588-2022.pdf,1,prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,unclear
697,11596/2022,pdfs/pad-2025-00371/11596_2022.pdf,0,Prohibition of inhuman and degrading treatment,art. 3 of the European Convention on Human Rights,possible
697,11596/2022,pdfs/pad-2025-00371/11596_2022.pdf,1,Prohibition of collective expulsion,Article 4 of Protocol 4 to the European Convention on Human Rights,possible
697,11596/2022,pdfs/pad-2025-00371/11596_2022.pdf,2,Right to asylum,art. 18 of the EU Charter of Fundamental Rights,possible
697,11596/2022,pdfs/pad-2025-00371/11596_2022.pdf,3,Non-refoulement,art. 19 (2) of the EU Charter of Fundamental Rights,possible
690,11619/2022,pdfs/pad-2025-00371/11494_11619_11701_12288-2022.pdf,0,Death of a migrant,,not_stated
536,11636/2024,pdfs/pad-2024-00377/SIR_11636-2024.pdf,0,Breach of Frontex Code of Conduct,Frontex CoC,likely
6,11676/2024,pdfs/11676_2024-final-sir-cat1/11676_2024-final-sir-cat.1.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,likely
6,11676/2024,pdfs/11676_2024-final-sir-cat1/11676_2024-final-sir-cat.1.pdf,1,Prohibition of inhuman and degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,unclear
6,11676/2024,pdfs/11676_2024-final-sir-cat1/11676_2024-final-sir-cat.1.pdf,2,Prohibition of collective expulsion,Article 19 (1) of the Charter of Fundamental Rights of the European Union,likely
7,11688/2024,pdfs/11688_2024-final-sir-cat1/11688_2024-final-sir-cat.1.pdf,0,Protection of property,Article 1 of Protocol No 1 to the European Convention on Human Rights,possible
7,11688/2024,pdfs/11688_2024-final-sir-cat1/11688_2024-final-sir-cat.1.pdf,1,Prohibition of collective expulsion,Article 4 Protocol No 4 to the European Convention on Human Rights,possible
567,11694/2023,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_2_SIR_Country_Profile_Serbia_redacted.pdf,0,beating of migrant by uniformed Serbian officers,,not_stated
24,11695/2023,pdfs/onedrive_3_29-11-2023/doc_1-1.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,not_stated
24,11695/2023,pdfs/onedrive_3_29-11-2023/doc_1-1.pdf,1,Prohibition of collective expulsion,Article 19 of the Charter of Fundamental Rights of the European Union,not_stated
24,11695/2023,pdfs/onedrive_3_29-11-2023/doc_1-1.pdf,2,Prohibition of inhuman or degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,not_stated
692,11701/2022,pdfs/pad-2025-00371/11494_11619_11701_12288-2022.pdf,0,Potential violations of Fundamental Rights or international protection obligations,,possible
554,11708/2024,pdfs/pad-2025-00011-1/Final_SIR_11708-2024_SPed.pdf,0,Right to life,Article 2 of the European Convention on Human Rights,possible
554,11708/2024,pdfs/pad-2025-00011-1/Final_SIR_11708-2024_SPed.pdf,1,Prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,likely
542,11713/2024,pdfs/pad-2024-00429/Redacted_SIR_11713_2024.pdf,0,Potential violations of Codes of Conduct provisions,Frontex CoC,likely
542,11713/2024,pdfs/pad-2024-00429/Redacted_SIR_11713_2024.pdf,1,Situations with serious actual or potential negative implications on Frontex core tasks,,likely
714,11750/2021,pdfs/pad-2025-00371/12779_13038-2020_and_10113_10824_10904_10908_11099_11446_11776_11750-2021.pdf,0,Situations of potential violations of Fundamental Rights or international protection obligations,,possible
714,11750/2021,pdfs/pad-2025-00371/12779_13038-2020_and_10113_10824_10904_10908_11099_11446_11776_11750-2021.pdf,1,Collective expulsion,Article 19 of the EU Charter,possible
714,11750/2021,pdfs/pad-2025-00371/12779_13038-2020_and_10113_10824_10904_10908_11099_11446_11776_11750-2021.pdf,2,Prohibition of refoulement,Article 19 of the EU Charter,possible
714,11750/2021,pdfs/pad-2025-00371/12779_13038-2020_and_10113_10824_10904_10908_11099_11446_11776_11750-2021.pdf,3,"Death penalty, torture or other ill-treatment",Article 19 of the EU Charter,possible
454,11760/2022,pdfs/pad-2022-00465/Documents02.pdf,0,Right to life - obligation to take steps to prevent avoidable losses of life,art. 2 (1) of the EU Charter of Fundamental Rights,possible
454,11760/2022,pdfs/pad-2022-00465/Documents02.pdf,1,Prohibition of collective expulsion,art. 19 (1) of the EU Charter of Fundamental Rights,possible
454,11760/2022,pdfs/pad-2022-00465/Documents02.pdf,2,Right to asylum,art. 18 of the EU Charter of Fundamental Rights,possible
713,11776/2021,pdfs/pad-2025-00371/12779_13038-2020_and_10113_10824_10904_10908_11099_11446_11776_11750-2021.pdf,0,Situations of potential violations of Fundamental Rights or international protection obligations,,possible
713,11776/2021,pdfs/pad-2025-00371/12779_13038-2020_and_10113_10824_10904_10908_11099_11446_11776_11750-2021.pdf,1,Collective expulsion,Article 19 of the EU Charter,possible
713,11776/2021,pdfs/pad-2025-00371/12779_13038-2020_and_10113_10824_10904_10908_11099_11446_11776_11750-2021.pdf,2,Prohibition of refoulement,Article 19 of the EU Charter,possible
713,11776/2021,pdfs/pad-2025-00371/12779_13038-2020_and_10113_10824_10904_10908_11099_11446_11776_11750-2021.pdf,3,"Death penalty, torture or other ill-treatment",Article 19 of the EU Charter,possible
413,11780/2022,pdfs/pad-2022-00420/sir2.pdf,0,Collective expulsion,Art. 4 of Protocol no. 4 of the European Convention on Human Rights,unclear
413,11780/2022,pdfs/pad-2022-00420/sir2.pdf,1,prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,unclear
432,11794/2021,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf,0,Situations of potential violations of Fundamental Rights or international protection obligations,,not_stated
431,11797/2021,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf,0,Situations of potential violations of Fundamental Rights or international protection obligations,,not_stated
545,11807/2024,pdfs/pad-2025-00011-1/11807_2024_Final_SIR_-_rps.pdf,0,Prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,likely
703,11843/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,0,Situations of potential violations of Fundamental Rights or international protection obligations,Article 19 of the EU Charter,possible
703,11843/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,1,Prohibition of refoulement and collective expulsions,Article 19 of the EU Charter,possible
783,11855/2024,pdfs/sir-11855_2024_fro-final-report_-redacted-1/sir-11855_2024_fro-final-report_-redacted-1.pdf,0,Human Dignity,art.1 of the EU Charter of Fundamental Rights,likely
783,11855/2024,pdfs/sir-11855_2024_fro-final-report_-redacted-1/sir-11855_2024_fro-final-report_-redacted-1.pdf,1,Right to life,art. 2 of the EU Charter of Fundamental Rights,likely
783,11855/2024,pdfs/sir-11855_2024_fro-final-report_-redacted-1/sir-11855_2024_fro-final-report_-redacted-1.pdf,2,Prohibition of torture and inhuman or degrading treatment or punishment,art. 4 of the EU Charter of Fundamental Rights,likely
219,11860/2020,pdfs/pad-2020-00215/SIR_11860_releasable.pdf,0,Alleged violations of Fundamental Rights or international protection obligations,,possible
508,11868/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_1.pdf,0,Traffic accident under influence of alcohol,"Art. 3 a), Art. 10 a) & c), Art. 14 p.2. of CoC",likely
210,11934/2020,pdfs/pad-2020-00215/Redacted_11934.pdf,0,Alleged violations of Fundamental Rights or international protection obligations,,likely
543,12021/2024,pdfs/pad-2024-00429/Redacted_SIR_12021_2024.pdf,0,Situations of potential violations of Codes of Conduct provisions,Articles 3 and 10,possible
705,12044/2022,pdfs/pad-2025-00371/12044-2022.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,unclear
315,12048/2022,pdfs/pad-2022-00278-document-1/pad-2022-00278-document-1.pdf,0,Potential threat to right to life,Fundamental Rights or international protection obligations,possible
315,12048/2022,pdfs/pad-2022-00278-document-1/pad-2022-00278-document-1.pdf,1,Potential inhuman or degrading treatment,Fundamental Rights or international protection obligations,possible
563,12070/2023,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_1_SIR_Country_Profile_Greece_redacted.pdf,0,Apprehension by masked armed men,,not_stated
563,12070/2023,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_1_SIR_Country_Profile_Greece_redacted.pdf,1,Abandonment in life raft,,not_stated
563,12070/2023,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_1_SIR_Country_Profile_Greece_redacted.pdf,2,No official record,,not_stated
706,12084/2022,pdfs/pad-2025-00371/12084.2022.pdf,0,Threat to right to life,Article 2 of the Charter of Fundamental Rights of the European Union,possible
706,12084/2022,pdfs/pad-2025-00371/12084.2022.pdf,1,Violations of human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,possible
706,12084/2022,pdfs/pad-2025-00371/12084.2022.pdf,2,Prohibition of inhuman and degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,possible
706,12084/2022,pdfs/pad-2025-00371/12084.2022.pdf,3,Prohibition of collective expulsion,Article 19 of the Charter of Fundamental Rights of the European Union,unclear
385,12137/2022,pdfs/pad-2022-00332/Documents_3B.pdf,0,Right to international protection,not_stated,possible
385,12137/2022,pdfs/pad-2022-00332/Documents_3B.pdf,1,Right to life/safety,not_stated,possible
385,12137/2022,pdfs/pad-2022-00332/Documents_3B.pdf,2,Forced return to Turkey (pushback),not_stated,likely
385,12137/2022,pdfs/pad-2022-00332/Documents_3B.pdf,3,Violation of ECtHR interim measures,Article 34 ECHR,likely
385,12137/2022,pdfs/pad-2022-00332/Documents_3B.pdf,4,Ill-treatment/Violence,not_stated,likely
354,12142/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,0,Serious actual or potential negative implications on Frontex core tasks,,not_stated
354,12142/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,1,Prevention of departure with TCG asset making dangerous maneuvers towards HCG CPV,,not_stated
353,12143/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,0,Serious actual or potential negative implications on Frontex core tasks,,not_stated
353,12143/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,1,Prevention of departure with TCG asset making dangerous maneuvers towards Frontex Technical Equipment,"EU Turkey Statement, good neighborly relations",likely
352,12240/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,0,Potential violations of Codes of Conduct provisions,Codes of Conduct provisions,unclear
352,12240/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,1,"Alleged misconduct (verbal bullying, disobeying instructions, segregation, toxic environment) of Frontex Human Resources",Codes of Conduct provisions,unclear
556,12280/2024,pdfs/pad-2025-00011-1/SIR_12280-2024_redacted_scanned.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,likely
556,12280/2024,pdfs/pad-2025-00011-1/SIR_12280-2024_redacted_scanned.pdf,1,Prohibition of collective expulsion,Article 19 of the Charter of Fundamental Rights of the European Union,likely
556,12280/2024,pdfs/pad-2025-00011-1/SIR_12280-2024_redacted_scanned.pdf,2,Prohibition of inhuman or degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,unclear
351,12286/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,0,Potential violations of Codes of Conduct provisions,Codes of Conduct provisions,possible
351,12286/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,1,Publication on social media of information related to migrants in distress,Art. 9 of CoC,possible
693,12288/2022,pdfs/pad-2025-00371/11494_11619_11701_12288-2022.pdf,0,Potential violations of Fundamental Rights or international protection obligations,,possible
350,12294/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,0,Serious actual or potential negative implications on Frontex core tasks,,not_stated
350,12294/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,1,Possible loss of Frontex Technical Equipment / Night Vision Goggles,,not_stated
704,12299/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,0,Situations of potential violations of Fundamental Rights or international protection obligations,"right to life, integrity, asylum, human dignity, prohibition of torture and inhuman and degrading treatment, collective expulsion",possible
704,12299/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,1,Collective expulsion,Article 19 of the EU Charter,possible
704,12299/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,2,Lack of effective remedy,Article 47 of the EU Charter,possible
361,12318/2022,pdfs/pad-2022-00328/Documents_1.pdf,0,Threat to right to life,Article 2 of the Charter of Fundamental Rights of the European Union,possible
361,12318/2022,pdfs/pad-2022-00328/Documents_1.pdf,1,Possible violations of human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,possible
361,12318/2022,pdfs/pad-2022-00328/Documents_1.pdf,2,Prohibition of inhuman and degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,possible
707,12328/2022,pdfs/pad-2025-00371/12328_2022.pdf,0,Inhuman and degrading treatment,art. 3 of the European Convention on Human Rights,possible
707,12328/2022,pdfs/pad-2025-00371/12328_2022.pdf,1,Prohibition of collective expulsion,Article 4 of Protocol 4 to the European Convention on Human Rights,possible
