record_uid,batch,source_file,record_index,model,generated_at_utc,sir_id,report_date,incident_date,location_details,where_clear,location_text_raw,country_or_area,location_type,precision_level,geocodable,geocodable_query,lat,lon,uncertainty_note,dead_confirmed,injured_confirmed,missing_confirmed,dead_possible_min,dead_possible_max,possible_violations_count,context_note,libyan_coast_guard_involved,evidence_quote,confidence,evidence_pages
741,pad-2025-00427,pdfs/pad-2025-00427/Old_Cat.1_SIRs_2017__Doc_2_redacted.pdf,0,gemini-2.5-flash,2026-02-17 14:40:14.446358+01,10292/2017,2017-03-18,2017-03-17,Lesvos SE area,"Southeast area of Lesvos Island, Greek territorial waters","Lesvos SE area, Lesvos Island, Greek territorial waters","Lesvos Island, Greece",sea,approximate,true,"Lesvos Island, Greece",,,,0,0,0,0,0,0,Serious Incident between CPV and off Lesvos Island. SAR activated. Embarking the migrants to Vessel.,false,Serious Incident between CPV and off Lesvos Island. Lesvos SE area. SAR activated.,high,"1,2"
441,pad-2022-00454-documents,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf,14,gemini-2.5-flash,2026-02-17 10:56:56.117272+01,10293/2016,2016-01-25,2016-01-25,,Petrol station near a border crossing point,"petrol station used as a waiting zone for buses which are heading to Text removed - Operational Area. The petrol station is located thirty kilometers away from the border crossing point, outside the JO FPs operational area.",Unknown,land,broad,false,,,,"Location is described as a petrol station near a border crossing point, 30km from it, outside operational area, with no country specified.",1,2,,,,1,Death of 1 migrant and hospitalisation of 2 migrants as a result of fights between migrants groups ups in Text removed - Operational Area,false,"one PAK died for injuries. Two other PAK migrants were transported to the hospital, another injured seriously and another have just minor injuries.",low,"35,36"
750,pad-2025-00427,pdfs/pad-2025-00427/Old_Cat.1_SIRs_2017__Doc_3_redacted.pdf,4,gemini-2.5-flash,2026-02-17 14:40:56.124217+01,10299/2017,2017-03-20,2017-03-16,Text removed - Operational Area,off [redacted] Island,Incident between [redacted] CPB and Turkish Coast Guard off [redacted] Island.,Island,sea,broad,false,,,,Specific island name is redacted.,0,,,0,0,0,"Incident between [redacted] CPB and Turkish Coast Guard off [redacted] Island. Embarking 40 migrants to [redacted] CPB [redacted] and safely disembarked them to Port of [redacted]. Immediate report of the incident through regular channels. The day after the event a meeting with Harbour Master took place, [redacted]. FRO office: incident not related to FR - 26/02/2019: Category changed from FR to Standard [redacted] CLOSED.",false,Incident between [redacted] CPB and Turkish Coast Guard off [redacted] Island.,low,"9,10"
57,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_2_Releasable.pdf,2,gemini-2.5-flash,2026-02-17 08:41:07.510174+01,10305/2019,2019-10-15,2019-10-14,"Samos Island, Vathy, camp","Samos Island, Vathy, migrant camp",Samos Island,"Samos, Greece",mixed,broad,true,"Vathy, Samos, Greece",,,,0,3,,,,0,"Big fire in Samos Island and fights between groups of migrants. A fight started in Vathy involving 2 groups of migrants, one Syrian, one Afghan. 3 people stabbed. Conflict moved to the camp, police used tear gas. No information on fire cause, no fire-related injuries.",false,"On 14 October at 21:00 a fight between different gorups of migrants started at Samos. In addition, a big fire occurred in the area... 3 people were stabbed and transported to the hospital.",high,"5,6"
279,pad-2020-00217,pdfs/pad-2020-00217/Doc_4.pdf,2,gemini-2.5-flash,2026-02-17 09:53:46.520741+01,10305/2019,2019-10-15,2019-10-14,,"Samos island, specifically Vathy town and the camp",,"Samos, Greece",mixed,broad,true,"Vathy camp, Samos, Greece",,,"Coordinates are 0.0, but textual description is clear.",0,3,,,,0,"Fight between migrant groups and a big fire on Samos island. The fight started in Vathy, involving Syrian and Afghan nationals, resulting in 3 stabbings. Police used tear gas at the camp. No fire-related injuries reported.",false,"On 14 October at 21:00 a fight between different gorups of migrants started at Samos. In addition, a big fire occurred in the area. and '3 people were stabbed and transported to the hospital.'",high,"5,6"
433,pad-2022-00454-documents,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf,6,gemini-2.5-flash,2026-02-17 10:56:56.117272+01,10327/2016,2016-08-29,2016-08-28,"Samos Island, Greece",Samos Island,"Samos Island, Greece","Samos Island, Greece",land,approximate,true,"Samos Island, Greece",,,Coordinates redacted as 'Text removed - Operational Area'.,1,1,,,,0,Text removed - Human Resources injured,false,Text removed - Personal Data passed away,medium,"17,18"
459,pad-2022-00465,pdfs/pad-2022-00465/Documents03.pdf,2,gemini-2.5-flash,2026-02-17 10:59:11.854777+01,10336/2022,2022-01-24,2022-01-22,Bulgaria,Bulgaria,Bulgaria,Bulgaria,land,broad,true,Bulgaria,,,Specific location within Bulgaria is redacted.,0,0,0,0,0,1,"A Frontex transportation vehicle was broken into in Bulgaria. Minor damages were reported, but nothing was stolen. Local police were informed and launched a criminal investigation.",false,On the 22nd of January 2022 [redacted] deployed in [redacted] was informed by another FX SCO that someone broke the window of a FX [redacted] used by him for commuting to the workplace.,high,"9,10"
462,pad-2022-00470,pdfs/pad-2022-00470/Documents1.pdf,2,gemini-2.5-flash,2026-02-17 10:59:38.922324+01,10336/2022,2022-01-24,2022-01-22,parking area located within the premises of [redacted area],Parking area within a facility in Bulgaria.,"Bulgaria, in [redacted area], parking area located within the premises of [redacted area]",Bulgaria,facility,broad,true,Bulgaria,,,Specific facility location is redacted.,0,0,0,0,0,1,"A Frontex transportation vehicle was broken into while parked in Bulgaria, resulting in minor damages. Local police launched a criminal investigation, and the incident was assessed as having negative implications on Frontex tasks.",false,"As the incident have negative implications on Frontex tasks/activities and directly involves Frontex deployed assets, it is assessed that it may be considered as SIR Cat. 3.",high,"9,10"
793,sirs-pad-2024-00396,pdfs/sirs-pad-2024-00396/sirs-pad-2024-00396.pdf,2,gemini-2.5-flash,2026-02-17 14:56:09.714743+01,10346/2024,2024-07-23,2024-01-13,"A group of eleven migrants was stopped by Serbian police after crossing into Serbia from Bulgaria. They were taken to a police station, ordered to strip naked, and later transported to a forest where they were beaten. Police officers allegedly destroyed their phones and directed them towards Bulgaria. The migrants later reached a village in Bulgaria.","Serbia-Bulgaria border area, including a police station and a forest in Serbia","on the [REDACTED] by a police vehicle, after crossing into Serbia from Bulgaria","Serbia, Bulgaria",mixed,broad,false,,,,"Specific locations are redacted or described generically, making precise geocoding impossible.",,,,11,11,3,The Office takes note of the conclusion of an internal investigation rejecting allegations but regrets that this finding is based primarily on the absence of internal records of any wrongdoing.,false,"The Fundamental Rights Office concludes as likely that a group of eleven migrants was apprehended by the Serbian police in Serbia, and subsequently forced to cross the border to Bulgaria.",medium,"16,17,18,19,20"
356,pad-2022-00328,pdfs/pad-2022-00328/Documents_1.pdf,0,gemini-2.5-flash,2026-02-17 10:31:54.643026+01,10347/2022,2022-10-27,2022-01-24,,Tunisian and Maltese SAR zones,Tunisian SAR zone and later in the Maltese SAR zone,"Tunisian SAR zone, Maltese SAR zone",sea,broad,true,"Tunisian SAR zone, Maltese SAR zone",,,,7,,,,,5,"More than approximately 17 hours passed from the moment the migrant boat was sighted adrift for the first time (24/01/2022 at 06.54 UTC) by Frontex until it was rescued (24/01/2022 at 23.50 UTC). The Fundamental Rights Office underlines that search and rescue at sea requires prompt coordination and assistance from all parties involved to ensure the protection of migrants' right to life and to avoid, as much as possible, loss of life. While the Frontex aerial asset contributed with the detection and updates on the boat in distress which were communicated to the competent MRCC authorities, the Fundamental Rights Office underlines that a more efficient and prompt SAR response and coordination, particularly between the two MRCCs in whose search and rescue zones the boat was detected, would have been necessary, considering in particular that 7 migrants died while on board.",false,A boat adrift was detected by a Frontex Surveillance Aircraft detected in the Tunisian SAR zone and later in the Maltese SAR zone with 280 + persons on board. The migrant boat was eventually rescued by the Italian authorities. During the rescue operations 7 people on board were found dead.,high,1
661,pad-2025-00371,pdfs/pad-2025-00371/10347_12634_12318_12048-2022.pdf,0,gemini-2.5-flash,2026-02-17 13:27:22.994298+01,10347/2022,2022-10-27,2022-01-24,,"Migrant boat detected in Tunisian SAR zone, then Maltese SAR zone, eventually rescued in Italian SAR region.","Tunisian SAR zone and later in the Maltese SAR zone, TUN SAR region at position [redacted], crossed from the Tunisian into the Maltese Search and Rescue Zone, Italian SAR region at [redacted]","Tunisian SAR zone, Maltese SAR zone, Italian SAR region",sea,broad,true,"Tunisian SAR zone, Maltese SAR zone, Italian SAR region",,,Specific coordinates are redacted.,7,,,,,5,"A migrant boat with 280+ persons was detected adrift in Tunisian and Maltese SAR zones. Rescue took over 17 hours, resulting in 7 deaths. FRO notes the need for prompt SAR coordination.",false,A boat adrift was detected by a Frontex Surveillance Aircraft detected in the Tunisian SAR zone and later in the Maltese SAR zone with 280 + persons on board. The migrant boat was eventually rescued by the Italian authorities. During the rescue operations 7 people on board were found dead.,high,"1,2"
364,pad-2022-00328,pdfs/pad-2022-00328/List_-1.pdf,0,gemini-2.5-flash,2026-02-17 10:32:41.147411+01,10347/2022,,,,,,,,,,,,,,,,,,,0,,,SIR number 10347,low,1
56,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_2_Releasable.pdf,1,gemini-2.5-flash,2026-02-17 08:41:07.510174+01,10374/2019,2019-10-18,2019-10-18,Samos island,Samos island,Samos island,"Samos, Greece",land,broad,true,"Samos island, Greece",,,,,,,,,0,"Protest against Frontex on Samos island, organized by local community and authorities, due to bad living conditions and overcrowding at the reception center. Mayor of Eastern Samos called for transfers to mainland.",false,Protest against Frontex at Samos island... organized by the local community and the local authorities... against Frontex in Samos today (Saturday 19/10).,high,"3,4"
278,pad-2020-00217,pdfs/pad-2020-00217/Doc_4.pdf,1,gemini-2.5-flash,2026-02-17 09:53:46.520741+01,10374/2019,2019-10-18,2019-10-18,,"Samos island, specifically Eastern Samos, likely Vathy town or near the camp",,"Samos, Greece",land,broad,true,"Samos island, Greece",,,"Coordinates are 0.0, but textual description is clear.",,,,,,0,"Protest against Frontex on Samos island, organized by local community and authorities, due to bad living conditions at the camp and slow transfers to mainland. Mayor of Eastern Samos called for action.",false,Protest against Frontex at Samos island and 'Text Removed - Justification 4 informed that Text Removed - Justification 4 became aware of a protest which will take place against Frontex in Samos today (Saturday 19/10).',high,"3,4"
448,pad-2022-00465,pdfs/pad-2022-00465/Documents01.pdf,6,gemini-2.5-flash,2026-02-17 10:57:56.985478+01,10375/2021,2021-02-08,2021-02-08,Text Removed - Operational Area,"Operational Area Sofia, Bulgaria","Text Removed - Operational Area Sofia, Bulgaria",Bulgaria,land,approximate,true,"Sofia, Bulgaria",,,"Specific location within Sofia is not provided, only 'Operational Area'.",0,0,0,0,0,0,"One Human Resources staff member deployed to an Operational Area in Sofia, Bulgaria, tested positive for COVID-19 on 08.02.2021 after experiencing sickness since 03.02.2021. The individual was immediately put in self-isolation. Another Human Resources staff member who had direct contact was also put in self-isolation as a precautionary measure. Both underwent quarantine and later returned to duties without clinical symptoms.",false,"One Text Removed - Human Resources tested positive for COVID-19... On 06.02.2021, one Text Removed - Human Resources... performed a COVID-19 test... he has been found POSITIVE against COVID-19.",medium,"13,14"
55,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_2_Releasable.pdf,0,gemini-2.5-flash,2026-02-17 08:41:07.510174+01,10380/2019,2019-10-19,2019-10-19,"Samos hotspot, Vathy town, reception centre, HCG premises","Samos island, Vathy town and hotspot",Samos hotspot,"Samos, Greece",mixed,broad,true,"Vathy, Samos, Greece",,,,0,,,,,0,"Continuous disturbances in Samos hotspot. Migrants started fire, protested against bad living conditions, and clashed with authorities. Situation returned to normal by 20:00 LT.",false,Continuous disturbances in Samos hotspot... a group of Africans started fire once again... another big group of the migrants just descended from the camp to Vathy town to protest against the bad living conditions,high,"1,2"
277,pad-2020-00217,pdfs/pad-2020-00217/Doc_4.pdf,0,gemini-2.5-flash,2026-02-17 09:53:46.520741+01,10380/2019,2019-10-19,2019-10-19,,"Samos hotspot and Vathy town, Samos island",,"Samos, Greece",mixed,broad,true,"Samos hotspot, Vathy, Samos, Greece",,,"Coordinates are 0.0, but textual description is clear.",0,,,,,0,"Continuous disturbances in Samos hotspot and Vathy town. Migrants protested bad living conditions, set fire, and clashed with authorities. Situation returned to normal by evening.",false,"Continuous disturbances in Samos hotspot and 'After the migrants from 1st boat were fully screened, HP tried to transport them to the camp, but unfortunately they had to return because a group of Africans started fire once again when they saw the transportation van; Also another big group of the migrants just descended from the camp to Vathy town to protest against the bad living conditions at the reception centre; They are heading towards HCG premises where registration is taking place.'",high,"1,2"
327,pad-2022-00305-document-,pdfs/pad-2022-00305-document-/pad-2022-00305-document-.pdf,0,gemini-2.5-flash,2026-02-17 10:27:11.766189+01,10380/2019,2019-10-19,2019-10-19,Samos Island,"Samos Island, Vathy town",Samos Island,Samos Island,land,broad,true,"Vathy, Samos Island, Greece",,,,0,,,,,0,"Migrants (approx. 130) arrived in 3 boats, screened at Text Removed - Reporting Tools premises due to closed hotspot. An attempt to transport them to the camp failed because a group of Africans started a fire. Another large group of migrants descended from the camp to Vathy town to protest bad living conditions at the reception centre, heading towards Text Removed - Reporting Tools premises for registration, escorted by Text Removed - Reporting Tools. The situation in Samos Island hotspot was deteriorating with potential conflicts. By 19:00 LT in Vathy and 20:00 LT in the Samos hotspot, the situation returned to normal. Migrants were transported to the hotspot, and fingerprinting activities began.",false,"Currently Text Removed - Reporting Tools is screening the migrants who arrived in 3 boats (approx. 130 migrants) from the previous days in the premises of Text Removed - Reporting Tools due to closed hotspot. After the migrants from 1st boat were fully screened, Text Removed - Reporting Tools tried to transport them to the camp, but unfortunately they had to return because a group of Africans started fire once again when they saw the transportation van.",high,"1,2"
147,pad-2020-00167,pdfs/pad-2020-00167/SIR_Part_1.pdf,3,gemini-2.5-flash,2026-02-16 23:35:25.70972+01,10392/2019,2019-10-21,2019-10-19,Rural road close to Text Removed - Justification 3 village.,"Rural road near Didymoteicho, Greece",0.0000000000,Greece,land,approximate,true,"Didymoteicho, Greece",,,Specific village and road are redacted.,0,13,0,0,0,0,"A vehicle carrying 13 Afghan migrants overturned on a rural road near a village, due to high speed. All 13 migrants were injured and transported to Didymoteicho Hospital. The driver-facilitator escaped. Investigation for the accident and human smuggling is ongoing.",false,"detected one vehicle that had overturned, due to high speed, in the rural road close to Text Removed - Justification 3 village. At that time thirteen (13) persons (13 AFG) on board have been reported by HPOs on spot",high,"7,8"
566,pad-2025-00076_157,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_2_SIR_Country_Profile_Serbia_redacted.pdf,0,gemini-2.5-flash,2026-02-17 12:53:27.383592+01,10392/2023,,,Incident at Belgrade airport concerning ignored asylum applications and attempted removal of asylum applicants from Serbia.,"Belgrade airport, Serbia",Belgrade airport,Serbia,facility,exact,true,"Belgrade Nikola Tesla Airport, Serbia",,,,0,0,0,,,2,Incident at Belgrade airport concerning asylum procedures.,false,Type 1: Belgrade airport - asylum e.g. 10392/2023 ... ignored asylum application ... attempted removal of asylum applicants from Serbia,high,1
616,pad-2025-00330-1,pdfs/pad-2025-00330-1/SIRs_CMU_redacted.pdf,1,gemini-2.5-flash,2026-02-17 13:12:38.088953+01,10395/2025,2025-03-05,2025-02-28,,"Greece, sea area",JO Greece Sea 2025,Greece,sea,broad,true,"Aegean Sea, Greece",,,Specific location details are redacted.,0,0,0,,,2,An incident concerning a failure to inform about involvement in a visit during a joint operation in the Greek sea area.,false,"On 28.02.2024, [redacted] assisted the visit of [redacted] without informing [redacted] about the activity.",medium,"5,6,7"
438,pad-2022-00454-documents,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf,11,gemini-2.5-flash,2026-02-17 10:56:56.117272+01,10434/2016,2016-06-14,2016-06-13,Text removed - Reporting Tools Crete Island,Crete Island,Text removed - Reporting Tools Crete Island,"Crete Island, Greece",sea,exact,true,"34.407222, 23.193333",34.407222,23.193333,,,,,,,0,SAR case SRR Libya,true,It was a 25 meters boat inside Libyan SRR which was heading towards Italy.,high,"27,28"
632,pad-2025-00339,pdfs/pad-2025-00339/10437-2019_redacted2.pdf,0,gemini-2.5-flash,2026-02-17 13:16:03.933753+01,10437/2019,2019-10-24,2019-10-21,Hamburg Airport,"Hamburg Airport, Germany","Hamburg, Hamburg, Germany",Germany,facility,exact,true,"Hamburg Airport, Germany",,,,,,,,,32,"A return operation from Hamburg, Germany, involving 26 returnees faced significant organizational challenges and alleged fundamental rights violations. Issues included lack of proper documentation, medication, belongings, and medical attention for vulnerable individuals, leading to a chaotic situation, time delays, and disputes among authorities. Some returnees were sent back due to various issues.",false,"suspected multiple violations of the Fundamental Rights of each of the (quote!) ""unplanned"" Returnees",high,"1,2"
531,pad-2024-00314,pdfs/pad-2024-00314/SIR_10448_2024_Final_Report_rps.pdf,0,gemini-2.5-flash,2026-02-17 11:15:25.247305+01,10448/2024,2024-06-11,2024-01-12,"Apprehension and mistreatment by Serbian police occurred in Serbia, near the border with Bulgaria, after migrants crossed from Bulgaria. The migrants were then forced to return to Bulgaria.",Serbia-Bulgaria border area,forest close to the Serbia-Bulgaria border,Serbia,land,approximate,true,Serbia-Bulgaria border,,,,,2,,,,3,"Two migrants, after crossing from Bulgaria to Serbia, were apprehended by Serbian police on 12/01/2024. They were allegedly physically mistreated, had their belongings confiscated, were forced to remove clothes, and then informally returned to Bulgaria. The Fundamental Rights Office (FRO) considers it likely that these events occurred, despite Serbian authorities denying any registered incident and suggesting injuries could be from smugglers. The FRO recommends independent investigations and improved monitoring.",false,"The Office considers likely that two persons were apprehended by the Serbian police, physically ill-treated, that their personal belongings and clothes were removed and that they were informally returned to Bulgaria.",high,"1,2,3,4,5"
564,pad-2025-00076_157,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_1_SIR_Country_Profile_Greece_redacted.pdf,3,gemini-2.5-flash,2026-02-17 12:52:54.986411+01,10463/2024,,,"Interception within territorial waters involving threats, violence, shots, dangerous maneuvers, engine damage, sinking or towing of migrant boats, and abandonment of migrants in life rafts, effectively preventing departure.",Greek territorial waters,intercept inside territorial waters,"Aegean Sea, Greece",sea,approximate,true,Greek territorial waters,,,,,,,,,5,"Interception within territorial waters involving threats, violence, shots, dangerous maneuvers, engine damage, sinking or towing of migrant boats, and abandonment of migrants in life rafts, effectively preventing departure.",false,"intercept inside territorial waters use of threats, shots, violence, dangerous maneuvers, break engine sink or tow the migrant boat, abandon migrants in life raft",medium,1
615,pad-2025-00330-1,pdfs/pad-2025-00330-1/SIRs_CMU_redacted.pdf,0,gemini-2.5-flash,2026-02-17 13:12:38.088953+01,10482/2025,2025-03-28,2025-03-26,,Serbia,JO Serbia Land 2025,Serbia,land,broad,true,Serbia,,,Specific location details are redacted.,0,0,0,,,2,An incident involving armed persons pointing weapons against redacted individuals in Serbia.,false,On 26.03.2025 at [redacted] was informed by the [redacted] that [redacted] identified persons at the [redacted].,medium,"1,2"
146,pad-2020-00167,pdfs/pad-2020-00167/SIR_Part_1.pdf,2,gemini-2.5-flash,2026-02-16 23:35:25.70972+01,10489/2019,2019-10-29,2019-10-29,"On the bank of Evros River, in the operational area of BCU Text Removed - Justification 3 Police Station.","Evros River bank, Greece",0.0000000000,Greece,land,approximate,true,"Evros River, Greece",,,Specific location on Evros River bank is redacted.,1,0,0,0,0,0,A dead body of a male (30-40 years old) was found on the bank of the Evros River by Hellenic Police officers during a patrol. No travel documents were found. The body was transferred to Alexandroupolis Hospital for autopsy.,false,detected a dead body (male - age between 30 and 40 years old) on the bank of Evros River.,high,"5,6"
532,pad-2024-00314,pdfs/pad-2024-00314/SIR_10489_2024_PDF_redacted_and_scanned_version.pdf,0,gemini-2.5-flash,2026-02-17 11:15:43.522333+01,10489/2024,2024-02-05,2024-02-05,,Serbia,"Serbia,",Serbia,land,broad,true,Serbia,,,,0,0,0,,,0,"Unknown people wrote with a black marker slogans like ""ACAB"", ""Abolish Frontex"", ""Get out of Serbia you racists!"". The writings can be removed. There was no material damage left.",false,"Today at that unknown people wrote with a black marker slogans like ""ACAB"", ""Abolish Frontex"", ""Get out of Serbia you racists!"", According the writings can be removed. There was no material damage left.",medium,1
409,pad-2022-00420,pdfs/pad-2022-00420/2_SIRs.pdf,1,gemini-2.5-flash,2026-02-17 10:45:23.142981+01,10494/2021,2021-02-17,2021-02-17,Self isolation in Text removed - Operational Area,Self-isolation in an Operational Area near the Albanian-Greek Border,Text removed - Operational Area Text removed - Operational Area Albania,Albania,land,approximate,true,"40.084444, 20.144167",40.084444,20.144167,,0,0,0,,,0,"A Human Resources individual deployed at the Albanian-Greek Border tested positive for COVID-19 on 17.02.2021. Initially asymptomatic, health conditions worsened by 22.02.2021, leading to medical authorities proposing repatriation. The individual was taken to hospital for checks, repatriated to Germany, and later released to quarantine at home, still with light symptoms.",false,"On 17.02.2021, the test showed a positive result.",high,"4,5"
610,pad-2025-00330-1,pdfs/pad-2025-00330-1/SIR_10508_2025_redacted2.pdf,0,gemini-2.5-flash,2026-02-17 13:10:12.552395+01,10508/2025,2025-06-25,2025-02-19,"Incident occurred at the Kybartai Border Crossing Point in Lithuania, where a person arriving from the Russian Federation was refused entry despite expressing a wish for asylum.","Kybartai Border Crossing Point, Lithuania",BCP Kybartai,Lithuania,facility,exact,true,"Kybartai Border Crossing Point, Lithuania",,,,0,0,0,0,0,1,"A national arriving from the Russian Federation at the Kybartai Border Crossing Point in Lithuania on 19/02/2025 requested asylum orally and in writing but was refused entry. The person was turned back to the Russian Federation. The Regional Administrative Court later annulled the refusal of entry decision, stating the person clearly expressed a wish for asylum and that SBGS officers failed to register the application or take appropriate actions. The Fundamental Rights Office concluded that the right to asylum was violated.",false,The Fundamental Rights Office received information about an incident when a person reportedly asking for asylum at the [REDACTED] Lithuania was refused entry.,high,"1,2,3,4,5"
145,pad-2020-00167,pdfs/pad-2020-00167/SIR_Part_1.pdf,1,gemini-2.5-flash,2026-02-16 23:35:25.70972+01,10524/2019,2019-10-31,2019-10-29,"Parking area of a hotel near BCU Text Removed - Justification 3, in the framework of JO FOA Land.","Hotel parking area, Alexandroupolis, Greece",0.0000000000,Greece,land,approximate,true,"Alexandroupolis, Greece",,,Specific hotel and BCU location are redacted.,0,0,0,0,0,0,A Frontex team member (Text Removed - Justification 4) was identified as the person who pointed a gun at three Greek citizens in a hotel parking area in Alexandroupolis. The team member was suspended from all Frontex operational activities pending investigation.,false,unknown person... pointed a gun (pistol) against them... identified as one Text Removed - Justification 4,high,"3,4"
598,pad-2025-00330-1,pdfs/pad-2025-00330-1/10528_2025_-_redacted.pdf,0,gemini-2.5-flash,2026-02-17 13:05:25.337803+01,10528/2025,2025-06-30,2025-03-01,"The Miskar gas platform is registered under the flag of Tunisia, with Tunisian registration (Maritime Mobile Service Identity is 672700000). The platform is situated in the Gulf of Gabès, approximately 75 NM off the Tunisian coast, and is operated by BG Group and Entreprise Tunisienne d'Activités Pétrolières (ETAP), Tunisia's national oil and gas company. It is a fully manned installation, accommodating up to 24-person offshore crew, highly equipped gas facility designed for offshore processing, compression, and export. The platform is located in international waters within overlapping Tunisian and Maltese search and rescue regions.","Miskar gas platform in overlapping Maltese and Tunisian SAR regions, Gulf of Gabès","Libyan search and rescue region, Miskar gas platform in Maltese and Tunisian search and rescue regions (the two countries' search and rescue regions overlap in this area), Gulf of Gabès, approximately 75 NM off the Tunisian coast","Tunisia (Miskar gas platform), Maltese and Tunisian SAR regions, Libyan SAR region",mixed,exact,true,"Miskar gas platform, Gulf of Gabès, Tunisia",,,,1,0,0,0,0,2,"On 01/03/2025, a migrant boat was detected by Frontex in Libyan SAR, then reached the Miskar gas platform in overlapping Maltese and Tunisian SAR regions. 32 people were stranded on the platform for four days. Despite regular updates to MRCCs, no rescue was coordinated. On 04/03/2025, NGO Sea-Watch rescued 32 people, reporting one casualty. The SIR investigates the delay in rescue.",true,"On 04/03/2025, the NGO's Sea-Watch rescue vessel Aurora in coordination with the Tunisian authorities rescued 32 people from the Miskar gas platform and reported one casualty.",high,"1,2,3,4,5,6,7,8"
79,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2020_Releasable.pdf,1,gemini-2.5-flash,2026-02-17 08:53:38.37384+01,10533/2020,2020-02-21,2020-02-19,"Alexandroupolis, Nomós Évrou, Greece","Alexandroupolis, Nomós Évrou, Greece","Alexandroupolis, Nomós Évrou, Greece",Greece,land,exact,true,"Alexandroupolis, Nomós Évrou, Greece",,,,0,1,0,0,0,0,"During patrol activity in Alexandroupolis, Greece, a crew member slid off stairs while attempting to take a towing rubber boat and injured their right knee. Medical examination suggested stretched ligaments.",false,"one of the crew members, while attempting to take a towing rubber boat, slid off the stairs and injured his right leg knee.",high,"3,4"
122,pad-2020-00145,pdfs/pad-2020-00145/JO_POSEIDON_2020_SIR.pdf,2,gemini-2.5-flash,2026-02-16 18:04:42.284794+01,10533/2020,2020-02-21,2020-02-19,,"Alexandroupolis, Greece","Alexandroupolis, Nomós Évrou, Greece",Greece,land,exact,true,"40.8475000000, 25.8744444444",40.8475,25.8744444444,,0,1,0,0,0,0,"During patrol activity on 20th of February 2020, one of the crew members, while attempting to take a towing rubber boat, slid off the stairs and injured his right leg knee. In the morning, the knee was swollen and an x-ray was taken during the hospital examination and nothing was broken, but according to the doctor, there was a possibility that the ligaments had stretched. A more detailed diagnosis would be given after 7 days of rest and cooling of the knee.",false,"one of the crew members, while attempting to take a towing rubber boat, slid off the stairs and injured his right leg knee.",high,"5,6"
237,pad-2020-00217,pdfs/pad-2020-00217/Doc_11.pdf,2,gemini-2.5-flash,2026-02-17 09:35:50.995328+01,10533/2020,2020-02-21,2020-02-19,"Alexandroupolis, Nomós Évrou, Greece","Alexandroupolis, Greece","Alexandroupolis, Nomós Évrou, Greece",Greece,sea,exact,true,"Alexandroupolis, Nomós Évrou, Greece",40.8475,25.8744444444,,0,1,0,,,0,"During patrol activity on 20th of February 2020 (Text Removed - Justification 3), one of the crew members, while attempting to take a towing rubber boat, slid off the stairs and injured his right leg knee. In the morning, the knee was swollen and an x-ray was taken during the hospital examination and nothing was broken, but according to the doctor, there was a possibility that the ligaments had stretched. A more detailed diagnosis would be given after 7 days of rest and cooling of the knee.",false,"one of the crew members, while attempting to take a towing rubber boat, slid off the stairs and injured his right leg knee.",high,"5,6"
253,pad-2020-00217,pdfs/pad-2020-00217/Doc_14.pdf,7,gemini-2.5-flash,2026-02-17 09:50:54.412997+01,10533/2020,2020-02-21,2020-02-19,"Alexandroupolis, Nomós Évrou, Greece, during patrol activity.","Alexandroupolis, Evros, Greece","Alexandroupolis, Nomós Évrou, Greece",Greece (Evros),land,exact,true,"Alexandroupolis, Evros, Greece",40.8475,25.8744444444,,0,1,0,0,0,0,"A crew member injured their right knee after sliding off stairs while attempting to take a towing rubber boat during patrol activity in Alexandroupolis, Greece. Medical examination suggested stretched ligaments.",false,"one of the crew members, while attempting to take a towing rubber boat, slid off the stairs and injured his right leg knee.",high,"15,16"
301,pad-2020-00217,pdfs/pad-2020-00217/Doc_7.pdf,1,gemini-2.5-flash,2026-02-17 09:55:33.819636+01,10533/2020,2020-02-21,2020-02-19,"Alexandroupolis, Nomós Évrou, Greece","Alexandroupolis, Evros, Greece","Alexandroupolis, Nomós Évrou, Greece",Greece,land,approximate,true,"Alexandroupolis, Evros, Greece",,,Specific location within Alexandroupolis is redacted.,0,1,0,0,0,0,"During patrol activity in Alexandroupolis, a crew member slid off stairs while attempting to take a towing rubber boat, injuring their right knee.",false,"one of the crew members, while attempting to take a towing rubber boat, slid off the stairs and injured his right leg knee.",high,"3,4"
